distID,DistNum,ValueDIST,districtNAMEdist,countyNAMEdist,districtTYPEdist,districtSIZEdist,gradesSERVEDdist,AdministratorDIST,AddressDIST,cityNAMEdist,StateDIST,ZipDIST,TelephoneDIST,LatitudeDIST,LongitudeDIST,NoteDIST
500821300040000,1300,"Smithton CCSD 130, Saint Clair County",Smithton CCSD 130,Saint Clair,ELEMENTARY,MEDIUM,P-8,Dr. Susan Homes,PO Box 395,Smithton,IL,62285 0395,618233-6863,38.38834798,-90.00774817,- -
200960170040000,0170,"Jasper CCSD 17, Wayne County",Jasper CCSD 17,Wayne,ELEMENTARY,SMALL,K-8,Dr. David M Mills,2030 County Road 1020 N,Fairfield,IL,62837 2869,618842-3048,38.400911770,-88.326878080,- -
200933480260000,3480,"Wabash CUSD 348, Wabash County",Wabash CUSD 348,Wabash,UNIT,MEDIUM,P-12,Mr. Tim Buss,218 W 13th St,Mount Carmel,IL,62863 1243,618262-4181,38.41997615,-87.76936325,- -
500820770160000,0770,"Freeburg CHSD 77, Saint Clair County",Freeburg CHSD 77,Saint Clair,HIGH SCHOOL,SMALL,9-12,Mr. Andrew W Lehman,401 S Monroe St,Freeburg,IL,62243 1535,618539-5533,38.42337676,-89.91206892,- -
500820700040000,0700,"Freeburg CCSD 70, Saint Clair County",Freeburg CCSD 70,Saint Clair,ELEMENTARY,MEDIUM,K-8,Mrs. Tomi Diefenbach,408 S Belleville St,Freeburg,IL,62243 1534,618539-3188,38.42366067,-89.91115409,- -
130410030040000,0030,"Field CCSD 3, Jefferson County",Field CCSD 3,Jefferson,ELEMENTARY,MEDIUM,P-8,Mrs. Gina Ilbery,21075 N Hails Ln,Texico,IL,62889 2932,618755-4611,38.43264520,-88.86701809,- -
130410060040000,0060,"Grand Prairie CCSD 6, Jefferson County",Grand Prairie CCSD 6,Jefferson,ELEMENTARY,SMALL,K-8,Mr. Ryan Randall Robinson,21462 N Richview Ln,Centralia,IL,62801 8520,618249-6289,38.43397510,-89.09390919,- -
130950110040000,0110,"Irvington CCSD 11, Washington County",Irvington CCSD 11,Washington,ELEMENTARY,SMALL,K-8,Mr. Charles David Schulte,PO Box 130,Irvington,IL,62848 0130,618249-6761,38.43659415,-89.16483203,- -
130410020040000,0020,"Rome CCSD 2, Jefferson County",Rome CCSD 2,Jefferson,ELEMENTARY,MEDIUM,P-8,Mr. Erik Estill,233 W South St,Dix,IL,62830 1403,618266-7214,38.43976894,-88.93918655,- -
200960140040000,0140,"Geff CCSD 14, Wayne County",Geff CCSD 14,Wayne,ELEMENTARY,SMALL,K-8,Mrs. Sharon White,201 E Lafayette St,Geff,IL,62842 1001,618897-2465,38.44158913,-88.40518708,- -
130950100260000,0100,"West Washington Co CUD 10, Washington County",West Washington Co CUD 10,Washington,UNIT,MEDIUM,K-12,Mr. Scott E Fuhrhop,PO Box 27,Okawville,IL,62271 0027,618243-2400,38.44486644,-89.51559778,- -
130410990040000,0990,"Farrington CCSD 99, Jefferson County",Farrington CCSD 99,Jefferson,ELEMENTARY,SMALL,K-8,Mrs. Sandra Kabat,20941 E Divide Rd,Bluford,IL,62814 2402,618755-4414,38.44556190,-88.75744266,- -
450670040260000,0040,"Columbia CUSD 4, Monroe County",Columbia CUSD 4,Monroe,UNIT,LARGE,P-12,Dr. Gina Segobiano,5 Veterans Pkwy,Columbia,IL,62236 1147,618281-4772,38.44878371,-90.21654587,- -
500821600040000,1600,"Millstadt CCSD 160, Saint Clair County",Millstadt CCSD 160,Saint Clair,ELEMENTARY,MEDIUM,P-8,Mr. Jonathan D Green,211 W Mill St,Millstadt,IL,62260 1147,618476-1803,38.463238000,-90.095384000,- -
130580020030000,0020,"Kell Cons SD 2, Marion County",Kell Cons SD 2,Marion,ELEMENTARY,SMALL,P-8,Christopher McCann,207 N Johnson St,Kell,IL,62853 1637,618822-6234,38.49564330,-88.90335906,- -
500821190020000,1190,"Belle Valley SD 119, Saint Clair County",Belle Valley SD 119,Saint Clair,ELEMENTARY,MEDIUM,P-8,Dr. Louis E Obernuefemann,2465 Amann Dr,Belleville,IL,62220 3463,618236-5200,38.49808096,-89.94091498,- -
130140630020000,0630,"Albers SD 63, Clinton County",Albers SD 63,Clinton,ELEMENTARY,SMALL,P-8,Mike Toeben,PO Box 104,Albers,IL,62215 0104,618248-5146,38.50933432,-89.60733172,- -
130140620020000,0620,"Damiansville SD 62, Clinton County",Damiansville SD 62,Clinton,ELEMENTARY,SMALL,P-8,Ms. Jennifer Hamilton,101 E Main St,Damiansville,IL,62215 1303,618248-5188,38.51004627,-89.62189088,- -
130141860020000,1860,"North Wamac SD 186, Clinton County",North Wamac SD 186,Clinton,ELEMENTARY,SMALL,K-8,Mr. Brad E Morris,1500 Case St,Centralia,IL,62801 5050,618532-1826,38.51136535,-89.14597826,- -
500821960260000,1960,"Dupo CUSD 196, Saint Clair County",Dupo CUSD 196,Saint Clair,UNIT,MEDIUM,P-12,Dr. Stephen Smith,600 Louisa Ave,Dupo,IL,62239 1469,618286-3812,38.51414237,-90.20787930,- -
500821180020000,1180,"Belleville SD 118, Saint Clair County",Belleville SD 118,Saint Clair,ELEMENTARY,LARGE,P-8,Mr. Matthew J Klosterman,105 W A St,Belleville,IL,62220 1326,618233-2830,38.51468036,-89.98610646,- -
130582000170000,2000,"Centralia HSD 200, Marion County",Centralia HSD 200,Marion,HIGH SCHOOL,MEDIUM,9-12,Chuck Lane,2100 E Calumet St,Centralia,IL,62801 6511,618532-7391,38.51798566,-89.10589733,- -
200962000260000,2000,"North Wayne CUSD 200, Wayne County",North Wayne CUSD 200,Wayne,UNIT,SMALL,P-12,Mrs. Julie Healy,PO Box 235,Cisne,IL,62823 0235,618673-2151,38.51924511,-88.44349276,- -
130580010030000,0010,"Raccoon Cons SD 1, Marion County",Raccoon Cons SD 1,Marion,ELEMENTARY,SMALL,P-8,Mr. Matt Renaud,3601 State Route 161,Centralia,IL,62801 9621,618532-7329,38.51952742,-88.97891772,- -
130140570020000,0570,"Bartelso SD 57, Clinton County",Bartelso SD 57,Clinton,ELEMENTARY,SMALL,P-8,Mr. RDane Gale,PO Box 267,Bartelso,IL,62218 0267,618765-2164,38.51974894,-89.47289065,- -
130140460020000,0460,"Willow Grove SD 46, Clinton County",Willow Grove SD 46,Clinton,ELEMENTARY,SMALL,P-8,Mr. Dave Fults,815 W 7th St,Centralia,IL,62801 5726,618532-3313,38.52158165,-89.14811301,- -
500822010170000,2010,"Belleville Twp HSD 201, Saint Clair County",Belleville Twp HSD 201,Saint Clair,HIGH SCHOOL,LARGE,9-12,Dr. Jeff Dosier,920 N Illinois St,Belleville,IL,62220 4374,618222-8241,38.52319,-89.983922,- -
130581350020000,1350,"Centralia SD 135, Marion County",Centralia SD 135,Marion,ELEMENTARY,MEDIUM,P-8,Craig Clark,400 S Elm St,Centralia,IL,62801 3910,618532-1907,38.52438817,-89.13225590,- -
500821160020000,1160,"High Mount SD 116, Saint Clair County",High Mount SD 116,Saint Clair,ELEMENTARY,MEDIUM,P-8,Mr. Mark Halwachs,1721 Boul Ave,Swansea,IL,62226 4254,618233-1054,38.53168934,-89.98710254,- -
200930170240000,0170,"Allendale CCSD 17, Wabash County",Allendale CCSD 17,Wabash,UNIT,SMALL,P-8,Mr. Robert L Bowser,PO Box 130,Allendale,IL,62410 0130,618299-3161,38.53240937,-87.72642588,- -
500821150020000,1150,"Whiteside SD 115, Saint Clair County",Whiteside SD 115,Saint Clair,ELEMENTARY,MEDIUM,P-8,Mrs. Peggy K Burke,111 Warrior Way,Belleville,IL,62221 5117,618239-0000,38.54126692,-89.94114304,- -
130581330020000,1330,"Central City SD 133, Marion County",Central City SD 133,Marion,ELEMENTARY,SMALL,P-8,Mr. Tim Branon,129 Douglas St,Centralia,IL,62801 2129,618532-9521,38.54753360,-89.12819618,- -
500821750020000,1750,"Harmony Emge SD 175, Saint Clair County",Harmony Emge SD 175,Saint Clair,ELEMENTARY,MEDIUM,P-8,Dr. Pam Leonard,7401 Westchester Dr,Belleville,IL,62223 2635,618397-8444,38.54833508,-90.05749378,- -
130140600020000,0600,"Germantown SD 60, Clinton County",Germantown SD 60,Clinton,ELEMENTARY,SMALL,P-8,Mrs. Robin M Becker,PO Box 400,Germantown,IL,62245 0400,618523-4253,38.54877786,-89.56796000,- -
500821130020000,1130,"Wolf Branch SD 113, Saint Clair County",Wolf Branch SD 113,Saint Clair,ELEMENTARY,MEDIUM,K-8,Mr. Scott Harres,410 Huntwood Rd,Swansea,IL,62226 1824,618277-2100,38.55586827,-89.99212216,- -
500820850020000,0850,"Shiloh Village SD 85, Saint Clair County",Shiloh Village SD 85,Saint Clair,ELEMENTARY,MEDIUM,P-8,Dale F Sauer,125 Diamond Ct,Shiloh,IL,62269 3617,618632-7434,38.55728190,-89.89810271,- -
500821870260000,1870,"Cahokia CUSD 187, Saint Clair County",Cahokia CUSD 187,Saint Clair,UNIT,LARGE,P-12,Mr. Arthur Ryan,1700 Jerome Ln,Cahokia,IL,62206 2329,618332-3700,38.56455136,-90.15707642,- -
500821810020000,1810,"Signal Hill SD 181, Saint Clair County",Signal Hill SD 181,Saint Clair,ELEMENTARY,MEDIUM,P-8,Suzette Lambert,40 Signal Hill Pl,Belleville,IL,62223 1644,618397-0325,38.57573500,-90.05919076,- -
500821050020000,1050,"Pontiac-W Holliday SD 105, Saint Clair County",Pontiac-W Holliday SD 105,Saint Clair,ELEMENTARY,MEDIUM,P-8,Dr. Julie Brown,400 Ashland Ave,Fairview Heights,IL,62208 2802,618233-2320,38.58539722,-89.97860356,- -
500822030170000,2030,"O Fallon Twp HSD 203, Saint Clair County",O Fallon Twp HSD 203,Saint Clair,HIGH SCHOOL,MEDIUM,9-12,Dr. Darcy G Benway,600 S Smiley St,O Fallon,IL,62269 2316,618632-3507,38.58767583,-89.90241392,- -
500821040020000,1040,"Central SD 104, Saint Clair County",Central SD 104,Saint Clair,ELEMENTARY,MEDIUM,P-8,Mr. John Bute,309 Hartman Ln,O Fallon,IL,62269 1725,618632-6336,38.58996441,-89.94764608,- -
130580100040000,0100,"Selmaville CCSD 10, Marion County",Selmaville CCSD 10,Marion,ELEMENTARY,SMALL,K-8,Mr. Robin Brooks,3185 Selmaville Rd,Salem,IL,62881 6603,618548-2416,38.59087161,-88.99993608,- -
500821100040000,1100,"Grant CCSD 110, Saint Clair County",Grant CCSD 110,Saint Clair,ELEMENTARY,MEDIUM,P-8,Mr. Matthew A Stines,10110 Old Lincoln Trl,Fairview Heights,IL,62208 2422,618398-5577,38.59288592,-90.01341949,- -
500820900040000,0900,"O Fallon CCSD 90, Saint Clair County",O Fallon CCSD 90,Saint Clair,ELEMENTARY,LARGE,P-8,Mrs. Carrie E Hruby,118 E Washington St,O Fallon,IL,62269 1419,618632-3666,38.59336602,-89.91073154,- -
500820090260000,0090,"Lebanon CUSD 9, Saint Clair County",Lebanon CUSD 9,Saint Clair,UNIT,MEDIUM,P-12,Mr. Patrick Keeney,200 W Schuetz St,Lebanon,IL,62254 1570,618537-4611,38.60095467,-89.80491724,- -
130580070040000,0070,"Iuka CCSD 7, Marion County",Iuka CCSD 7,Marion,ELEMENTARY,SMALL,P-8,Mr. John Consolino,405 S Main St,Iuka,IL,62849 1011,618323-6233,38.60956683,-88.79041984,- -
130140710160000,0710,"Central CHSD 71, Clinton County",Central CHSD 71,Clinton,HIGH SCHOOL,SMALL,9-12,Mr. Kevin R Meyer,7740 Old US Highway 50,Breese,IL,62230 3822,618526-4510,38.61165711,-89.56350227,- -
130140120040000,0120,"Breese ESD 12, Clinton County",Breese ESD 12,Clinton,ELEMENTARY,MEDIUM,P-8,Mr. John Mullett,777 Memorial Dr,Breese,IL,62230 1376,618526-7128,38.61413294,-89.51648359,- -
130587220260000,7220,"Odin PSD 722, Marion County",Odin PSD 722,Marion,UNIT,SMALL,P-12,Mr. Jeffrey Don Humes,102 S Merritt St,Odin,IL,62870 1112,618775-8266,38.61487195,-89.05553366,- -
130585010260000,5010,"Sandoval CUSD 501, Marion County",Sandoval CUSD 501,Marion,UNIT,MEDIUM,P-12,Mrs. Jennifer Garrison,859 W Missouri Ave,Sandoval,IL,62882 1031,618247-3233,38.61645926,-89.13304640,- -
130140010260000,0010,"Carlyle CUSD 1, Clinton County",Carlyle CUSD 1,Clinton,UNIT,MEDIUM,K-12,Mr. Joe Novsek,1400 13th St,Carlyle,IL,62231 1011,618594-8283,38.61907568,-89.37484308,- -
130140210020000,0210,"Aviston SD 21, Clinton County",Aviston SD 21,Clinton,ELEMENTARY,MEDIUM,P-8,Dr. Tami Kampwerth,350 S Hull St,Aviston,IL,62216 3407,618228-7245,38.62116246,-89.60248495,- -
500821890220000,1890,"East St Louis SD 189, Saint Clair County",East St Louis SD 189,Saint Clair,UNIT,LARGE,P-12,Mr. Arthur Culver,1005 State St,East Saint Louis,IL,62201 1907,618646-3009,38.62440868,-90.15022721,- -
130586000160000,6000,"Salem CHSD 600, Marion County",Salem CHSD 600,Marion,HIGH SCHOOL,MEDIUM,9-12,Mr. Brad Detering,1200 N Broadway Ave,Salem,IL,62881 4204,618548-0727,38.63740969,-88.94428869,- -
130581110020000,1110,"Salem SD 111, Marion County",Salem SD 111,Marion,ELEMENTARY,MEDIUM,P-8,Ms. Leslie Foppe,1300 Hawthorn Rd,Salem,IL,62881 1001,618548-7702,38.63794052,-88.95882132,- -
500821880220000,1880,"Brooklyn UD 188, Saint Clair County",Brooklyn UD 188,Saint Clair,UNIT,SMALL,P-12,Dr. Henrietta Young,PO Box 250,Lovejoy,IL,62059 0250,618271-1028,38.65648851,-90.16504582,- -
410570030260000,0030,"Venice CUSD 3, Madison County",Venice CUSD 3,Madison,UNIT,SMALL,K-8,Dr. Cullen L Cullen,300 4th St,Venice,IL,62090 1015,618274-7953,38.66263983,-90.16957989,- -
120130350260000,0350,"Flora CUSD 35, Clay County",Flora CUSD 35,Clay,UNIT,MEDIUM,P-12,Mr. Joel Hackney,444 S Locust St,Flora,IL,62839 2119,618662-2412,38.66528759,-88.48315543,- -
410570100260000,0100,"Collinsville CUSD 10, Madison County",Collinsville CUSD 10,Madison,UNIT,LARGE,P-12,Dr. Robert Green,201 W Clay St,Collinsville,IL,62234 3219,618346-6350,38.67071154,-89.98795941,- -
410570120260000,0120,"Madison CUSD 12, Madison County",Madison CUSD 12,Madison,UNIT,MEDIUM,P-12,Mrs. Evelyn O Kelly,602 Farrish St,Madison,IL,62060 1567,618877-1712,38.68205956,-90.14409467,- -
130141415020000,1415,"St Rose SD 14-15, Clinton County",St Rose SD 14-15,Clinton,ELEMENTARY,SMALL,P-8,Dr. Patricia Cornell,18004 Saint Rose Rd,Breese,IL,62230 2578,618526-7484,38.68418034,-89.55455193,- -
120130100260000,0100,"Clay City CUSD 10, Clay County",Clay City CUSD 10,Clay,UNIT,SMALL,P-12,Mrs. Cathy Croy,PO Box 542,Clay City,IL,62824 0542,618676-1431,38.68823038,-88.35415033,- -
410570090260000,0090,"Granite City CUSD 9, Madison County",Granite City CUSD 9,Madison,UNIT,LARGE,P-12,Mr. Jim Greenwald,1947 Adams St,Granite City,IL,62040 3311,618451-5800,38.70345982,-90.15307217,- -
120510100260000,0100,"Red Hill CUSD 10, Lawrence County",Red Hill CUSD 10,Lawrence,UNIT,MEDIUM,P-12,Mr. Jakie Walker,1250 Judy Ave,Bridgeport,IL,62417 1321,618945-2061,38.71443353,-87.75944426,- -
120510200260000,0200,"Lawrence County CUD 20, Lawrence County",Lawrence County CUD 20,Lawrence,UNIT,MEDIUM,P-12,Mr. Doug Daugherty,1802 Cedar St,Lawrenceville,IL,62439 2157,618943-2326,38.72134718,-87.69030979,- -
410570020260000,0020,"Triad CUSD 2, Madison County",Triad CUSD 2,Madison,UNIT,LARGE,P-12,Leigh A Lewis,203 E Throp St,Troy,IL,62294 1231,618667-8851,38.73190839,-89.88082222,- -
120800010260000,0010,"East Richland CUSD 1, Richland County",Richland County CUSD 1,Richland,UNIT,LARGE,P-12,Mr. Larry Bussard,1100 E Laurel St,Olney,IL,62450 2508,618395-2324,38.73378876,-88.07338951,- -
410570050260000,0050,"Highland CUSD 5, Madison County",Highland CUSD 5,Madison,UNIT,LARGE,P-12,Mr. Michael S Sutton,400 Broadway,Highland,IL,62249 2024,618654-2108,38.73930737,-89.68603621,- -
130581000260000,1000,"Patoka CUSD 100, Marion County",Patoka CUSD 100,Marion,UNIT,SMALL,P-12,David H Rademacher,1220 Kinoka Rd,Patoka,IL,62875 1300,618432-5440,38.76495791,-89.08285911,- -
130584010260000,4010,"South Central CUD 401, Marion County",South Central CUD 401,Marion,UNIT,MEDIUM,P-12,Mr. Kerry Herdes,PO Box 189,Kinmundy,IL,62854 0189,618547-3414,38.76798350,-88.80662467,- -
410570070260000,0070,"Edwardsville CUSD 7, Madison County",Edwardsville CUSD 7,Madison,UNIT,LARGE,P-12,Dr. Lynda C Andre,708 Saint Louis St,Edwardsville,IL,62025 1427,618656-1182,38.81076320,-89.96414290,- -
120130250260000,0250,"North Clay CUSD 25, Clay County",North Clay CUSD 25,Clay,UNIT,MEDIUM,P-12,Monty Aldrich,PO Box C,Louisville,IL,62858 0903,618665-3358,38.81474037,-88.49328596,- -
410570010260000,0010,"Roxana CUSD 1, Madison County",Roxana CUSD 1,Madison,UNIT,MEDIUM,P-12,Mrs. Debra Kreutztrager,401 Chaffer Ave,Roxana,IL,62084 1125,618254-7541,38.85094514,-90.07659603,- -
410570150030000,0150,"Wood River-Hartford ESD 15, Madison County",Wood River-Hartford ESD 15,Madison,ELEMENTARY,MEDIUM,P-8,Dr. Patrick Anderson,501 E Lorena Ave,Wood River,IL,62095 2123,618254-0607,38.86204410,-90.08822039,- -
410570140160000,0140,"East Alton-Wood River CHSD 14, Madison County",East Alton-Wood River CHSD 14,Madison,HIGH SCHOOL,SMALL,9-12,Mr. John Pearson,777 N Wood River Ave,Wood River,IL,62095 1227,618254-3151,38.87167015,-90.09864337,- -
410570130020000,0130,"East Alton SD 13, Madison County",East Alton SD 13,Madison,ELEMENTARY,MEDIUM,P-8,Virgil Moore,210 E Saint Louis Ave,East Alton,IL,62024 1455,618433-2051,38.87749615,-90.10583940,- -
030030020260000,0020,"Bond County CUSD 2, Bond County",Bond County CUSD 2,Bond,UNIT,LARGE,P-12,Wes Olson,1008 N Hena St,Greenville,IL,62246 1378,618664-0170,38.89987957,-89.39926578,- -
410570080260000,0080,"Bethalto CUSD 8, Madison County",Bethalto CUSD 8,Madison,UNIT,LARGE,P-12,Charles T Stegall,610 Texas Blvd,Bethalto,IL,62010 1754,618377-7200,38.90308406,-90.04651329,- -
030030010260000,0010,"Mulberry Grove CUSD 1, Bond County",Mulberry Grove CUSD 1,Bond,UNIT,SMALL,P-12,Mr. Brad Turner,801 W Wall St,Mulberry Grove,IL,62262 1049,618326-8812,38.92350219,-89.27954056,- -
410570110260000,0110,"Alton CUSD 11, Madison County",Alton CUSD 11,Madison,UNIT,LARGE,P-12,Dr. Kenneth Spells,PO Box 9028,Alton,IL,62002 9028,618474-2600,38.93962213,-90.12668639,- -
400070420260000,0420,"Brussels CUSD 42, Calhoun County",Brussels CUSD 42,Calhoun,UNIT,SMALL,P-12,Dr. Mark Robert Martin,PO Box 128,Brussels,IL,62013 0128,618883-2131,38.96244465,-90.56960063,- -
030262030260000,2030,"Vandalia CUSD 203, Fayette County",Vandalia CUSD 203,Fayette,UNIT,MEDIUM,P-12,Rich Well,1109 N 8th St,Vandalia,IL,62471 1240,618283-4525,38.97181404,-89.10032745,- -
120400010260000,0010,"Jasper County CUD 1, Jasper County",Jasper County CUD 1,Jasper,UNIT,MEDIUM,P-12,Mrs. Marilyn Holt,609 S Lafayette St,Newton,IL,62448 1317,618783-8459,38.98378990,-88.16390546,- -
030250300260000,0300,"Dieterich CUSD 30, Effingham County",Dieterich CUSD 30,Effingham,UNIT,SMALL,P-12,Cary Jackson,PO Box 187,Dieterich,IL,62424 0187,217925-5249,38.98971899,-88.42237030,- -
030262010260000,2010,"Brownstown CUSD 201, Fayette County",Brownstown CUSD 201,Fayette,UNIT,SMALL,P-12,Mr. Adam Bussard,421 S College Ave,Brownstown,IL,62418 1129,618427-3355,38.99231245,-88.95591495,- -
120170020260000,0020,"Robinson CUSD 2, Crawford County",Robinson CUSD 2,Crawford,UNIT,MEDIUM,P-12,Mr. Josh Quick,PO Box 190,Robinson,IL,62454 0189,618544-7511,38.99867148,-87.75801058,- -
120170030260000,0030,"Palestine CUSD 3, Crawford County",Palestine CUSD 3,Crawford,UNIT,SMALL,P-12,Mr. Chris S Long,100 S Main St,Palestine,IL,62451 1244,618586-2713,39.00274980,-87.61274944,- -
120170040260000,0040,"Oblong CUSD 4, Crawford County",Oblong CUSD 4,Crawford,UNIT,MEDIUM,P-12,Mr. Jeff Patchett,PO Box 40,Oblong,IL,62449 0040,618592-3933,39.00623937,-87.91068549,- -
400560060260000,0060,"Staunton CUSD 6, Macoupin County",Staunton CUSD 6,Macoupin,UNIT,MEDIUM,P-12,Mr. Dan W Cox,801 N Deneen St,Staunton,IL,62088 1017,618635-2962,39.01909140,-89.79455111,- -
030262020260000,2020,"St Elmo CUSD 202, Fayette County",St Elmo CUSD 202,Fayette,UNIT,SMALL,P-12,Deborah Philpot,1200 N Walnut St,Saint Elmo,IL,62458 1368,618829-3264,39.03516685,-88.84981513,- -
400560090260000,0090,"Southwestern CUSD 9, Macoupin County",Southwestern CUSD 9,Macoupin,UNIT,MEDIUM,P-12,Mr. Mark Brad Skertich,PO Box 728,Brighton,IL,62012 0728,618372-3813,39.04222086,-90.14125023,- -
400560080260000,0080,"Bunker Hill CUSD 8, Macoupin County",Bunker Hill CUSD 8,Macoupin,UNIT,MEDIUM,P-12,Dr. Victor Buehler,504 E Warren St,Bunker Hill,IL,62014 1102,618585-3116,39.04282296,-89.94707663,- -
030250100260000,0100,"Altamont CUSD 10, Effingham County",Altamont CUSD 10,Effingham,UNIT,MEDIUM,P-12,Mr. Jeffrey Fritchtnitch,7 S Ewing St,Altamont,IL,62411 1265,618483-6195,39.05892911,-88.74109209,- -
400560050260000,0050,"Mount Olive CUSD 5, Macoupin County",Mount Olive CUSD 5,Macoupin,UNIT,MEDIUM,P-12,Mr. Patrick Murphy,804 W Main St,Mount Olive,IL,62069 1549,217999-7831,39.07188553,-89.71814397,- -
400421000260000,1000,"Jersey CUSD 100, Jersey County",Jersey CUSD 100,Jersey,UNIT,LARGE,P-12,Dr. Lori Franke-Hopkins,100 Lincoln Ave,Jerseyville,IL,62052 1473,618498-5561,39.11613558,-90.33811605,- -
030250400260000,0400,"Effingham CUSD 40, Effingham County",Effingham CUSD 40,Effingham,UNIT,LARGE,K-12,Mr. Mark E Doan,PO Box 130,Effingham,IL,62401 0130,217540-1501,39.11949825,-88.56416218,- -
400070400260000,0400,"Calhoun CUSD 40, Calhoun County",Calhoun CUSD 40,Calhoun,UNIT,SMALL,K-12,Dr. Kate Sievers,PO Box 387,Hardin,IL,62047 0387,618576-2722,39.12105541,-90.62535572,- -
400560070260000,0070,"Gillespie CUSD 7, Macoupin County",Gillespie CUSD 7,Macoupin,UNIT,MEDIUM,P-12,Mr. Joseph E Tieman,510 W Elm St,Gillespie,IL,62033 1167,217839-2464,39.12843170,-89.82533234,- -
030250500260000,0500,"Teutopolis CUSD 50, Effingham County",Teutopolis CUSD 50,Effingham,UNIT,MEDIUM,P-12,Mr. William Fritcher,PO Box 607,Teutopolis,IL,62467 0607,217857-3535,39.13119359,-88.43500379,- -
030262040260000,2040,"Ramsey CUSD 204, Fayette County",Ramsey CUSD 204,Fayette,UNIT,SMALL,P-12,Mrs. Melissa Ritter,702 W 6th St,Ramsey,IL,62080 0010,618423-2335,39.14124044,-89.11352941,- -
030680030260000,0030,"Hillsboro CUSD 3, Montgomery County",Hillsboro CUSD 3,Montgomery,UNIT,LARGE,P-12,David E Powell,1311 Vandalia Rd,Hillsboro,IL,62049 2034,217532-2942,39.14862057,-89.49088902,- -
030250200260000,0200,"Beecher City CUSD 20, Effingham County",Beecher City CUSD 20,Effingham,UNIT,SMALL,P-12,Mr. Scott Cameron,438 E State Highway 33,Beecher City,IL,62414 2219,618487-5100,39.18723259,-88.79086188,- -
030680120260000,0120,"Litchfield CUSD 12, Montgomery County",Litchfield CUSD 12,Montgomery,UNIT,MEDIUM,P-12,Mr. Jeffrey R Strieker,1702 N State St,Litchfield,IL,62056 1114,217324-2157,39.18801970,-89.65511655,- -
11087003A260000,003A,"Cowden-Herrick CUSD 3A, Shelby County",Cowden-Herrick CUSD 3A,Shelby,UNIT,SMALL,P-12,Mr. Darrell Gordon,PO Box 188,Cowden,IL,62422 0188,217783-2126,39.23881358,-88.88321955,- -
110180770260000,0770,"Cumberland CUSD 77, Cumberland County",Cumberland CUSD 77,Cumberland,UNIT,MEDIUM,P-12,Mr. Steven T Butler,1496 Illinois Route 121,Toledo,IL,62468 4214,217923-3132,39.27732925,-88.27030479,- -
400560010260000,0010,"Carlinville CUSD 1, Macoupin County",Carlinville CUSD 1,Macoupin,UNIT,MEDIUM,P-12,Michael Kelly,829 W Main St,Carlinville,IL,62626 1261,217854-9823,39.27969612,-89.89286978,- -
400310010260000,0010,"Carrollton CUSD 1, Greene County",Carrollton CUSD 1,Greene,UNIT,MEDIUM,P-12,Dr. Kerry L Cox,950A 3rd St,Carrollton,IL,62016 1506,217942-5314,39.29412567,-90.40390659,- -
11087005A260000,005A,"Stewardson-Strasburg CUD 5A, Shelby County",Stewardson-Strasburg CUD 5A,Shelby,UNIT,SMALL,P-12,Dr. Michele Y Lindenmeyer,2806 E 600 North Rd,Strasburg,IL,62465 4102,217682-3355,39.301060000,-88.618034000,- -
11012004C260000,004C,"Casey-Westfield CUSD 4C, Clark County",Casey-Westfield CUSD 4C,Clark,UNIT,MEDIUM,P-12,Mrs. Dee Scott,502 E Delaware Ave,Casey,IL,62420 1915,217932-2184,39.30323846,-87.98648325,- -
030680220260000,0220,"Nokomis CUSD 22, Montgomery County",Nokomis CUSD 22,Montgomery,UNIT,MEDIUM,P-12,Dr. Scott E Doerr,511 Oberle St,Nokomis,IL,62075 1015,217563-7311,39.30502899,-89.29469140,- -
11012003C260000,003C,"Martinsville CUSD 3C, Clark County",Martinsville CUSD 3C,Clark,UNIT,SMALL,P-12,Mrs. Jill Rogers,PO Box K,Martinsville,IL,62442 0166,217382-4321,39.31184109,-87.85503896,- -
110180030260000,0030,"Neoga CUSD 3, Cumberland County",Neoga CUSD 3,Cumberland,UNIT,MEDIUM,P-12,Dr. Elizabeth Pressler,PO Box 280,Neoga,IL,62447 0280,217895-2201,39.31549341,-88.44441535,- -
400310100260000,0100,"Greenfield CUSD 10, Greene County",Greenfield CUSD 10,Greene,UNIT,SMALL,P-12,Mr. Kevin Bowman,311 Mulberry St,Greenfield,IL,62044 1325,217368-2447,39.34244797,-90.20777839,- -
11012002C260000,002C,"Marshall CUSD 2C, Clark County",Marshall CUSD 2C,Clark,UNIT,MEDIUM,P-12,Mr. Kevin Ross,503 Pine St,Marshall,IL,62441 1467,217826-5912,39.38836360,-87.69582571,- -
030110080260000,0080,"Pana CUSD 8, Christian County",Pana CUSD 8,Christian,UNIT,MEDIUM,P-12,Dr. David Lett,PO Box 377,Pana,IL,62557 0377,217562-1500,39.39705515,-89.10479409,- -
110870040260000,0040,"Shelbyville CUSD 4, Shelby County",Shelbyville CUSD 4,Shelby,UNIT,MEDIUM,P-12,Denise Bence,720 W Main St,Shelbyville,IL,62565 1334,217774-4626,39.40650982,-88.80099834,- -
030110010260000,0010,"Morrisonville CUSD 1, Christian County",Morrisonville CUSD 1,Christian,UNIT,SMALL,P-12,Mr. Gary DePatis,PO Box 13,Morrisonville,IL,62546 0013,217526-4431,39.43185368,-89.43993766,- -
